"","np_id","formula","mw","alogp","mlogp","xlogp","hba","hbd","psa","rotatable_bond","rings","heavy_atom","lipinski_failure"
"1594","NPC45777","C45H65N7O11",879.47,-0.1531,4.43,8.214,18,9,294.89,31,3,63,4
"1595","NPC241456","C28H36O7",484.25,1.0081,3.77,1.804,7,2,105.59,7,7,35,0
"1596","NPC50637","C17H22O5",306.15,0.827,2.78,1.792,5,0,65.13,5,3,22,0
"1597","NPC145143","C30H50O3",458.38,2.4143,4.43,7.667,3,2,57.53,14,4,33,1
"1598","NPC292419","C30H52O",428.4,2.4864,4.65,13.026,1,1,20.23,9,5,31,1
"1599","NPC46941","C14H10O5",258.05,-1.3903,2.45,1.133,1,2,75.99,4,3,19,0
"1600","NPC229646","C14H16O3",232.11,0.6021,2.67,2.291,1,0,35.53,6,2,17,0
"1601","NPC264336","C35H54O16",730.34,-5.3224,3.55,-1.744,16,10,265.52,19,7,51,2
"1602","NPC299706","C26H32O11",520.19,-2.659,3.11,1.307,7,5,164.37,16,4,37,0
"1603","NPC285927","C20H28O5",348.19,-0.3008,3.11,1.893,5,2,75.99,4,5,25,0
"1604","NPC12319","C10H16O",152.12,2.4893,2.45,2.701,1,0,17.07,7,0,11,0
"1605","NPC269367","C12H9NO2",199.06,-0.2059,2.45,2.723,1,0,35.26,2,3,15,0
"1606","NPC266383","C15H24N2O",248.19,-1.9058,2.78,1.381,3,0,23.55,0,4,18,0
"1607","NPC217602","C14H10O5",258.05,-1.6014,2.45,0.702,3,2,87.74,4,3,19,0
"1608","NPC267153","C29H34O9",526.22,-3.0109,3.66,5.499,5,2,136.43,19,3,38,2
"1609","NPC184049","C15H24O",220.18,1.7158,3,4.157,1,1,20.23,4,3,16,0
"1610","NPC105246","C15H24",204.19,3.2309,3.11,6.071,0,0,0,6,1,15,1
"1611","NPC260323","C20H30O",286.23,1.3229,3.55,8.211,0,1,20.23,7,3,21,1
"1612","NPC12070","C25H28O4",392.2,2.6406,3.77,4.856,2,3,77.76,12,3,29,0
"1613","NPC178383","C30H50O2",442.38,2.1406,4.54,9.714,2,2,40.46,10,5,32,1
"1614","NPC65403","C17H19NO4",301.13,-1.076,2.78,0.914,3,0,43.46,2,6,22,0
"1615","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"1616","NPC124636","C24H22N4O2S",430.15,1.2977,3.33,4.128,6,3,115.4,8,5,31,0
"1617","NPC44083","C31H52O2",456.4,1.6791,4.65,12.335,2,0,26.3,15,4,33,1
"1618","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"1619","NPC475836","C20H20O5",340.13,-1.1217,3.11,2.356,1,2,68.15,4,5,25,0
"1620","NPC142703","C16H18O9",354.1,-2.1962,2.23,-0.447,7,6,164.75,11,2,25,1
"1621","NPC276085","C32H36N4O2",508.28,0.4684,4.32,7.38,6,2,64.68,8,7,38,1
"1622","NPC16357","C38H42N2O6",622.3,-0.0322,4.76,5.211,2,1,72.86,11,7,46,1
"1623","NPC101043","C31H36O10",568.23,-0.2336,3.77,4.023,10,2,153.5,16,4,41,0
"1624","NPC137669","C15H16O4",260.1,1.6319,2.67,2.808,1,0,44.76,7,2,19,0
"1625","NPC83922","C24H24O6",408.16,1.3949,3.44,3.04,1,2,85.22,10,4,30,0
"1626","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"1627","NPC253456","C29H40O9",532.27,-1.7372,3.66,1.844,9,3,131.75,7,7,38,0
"1628","NPC471464","C44H72O15",840.49,-3.6665,4.65,4.242,15,7,215.45,19,9,59,2
"1629","NPC131130","C16H20O5",292.13,-0.1244,2.67,1.509,2,2,75.99,10,2,21,0
"1630","NPC127491","C13H12O2",200.08,0.943,2.67,4.876,2,0,26.3,2,2,15,0
"1631","NPC87351","C30H44O6",500.31,1.044,4.1,2.32,6,3,111.9,15,4,36,0
"1632","NPC78505","C17H14O6",314.08,-1.1433,2.67,0.935,2,1,82.06,7,3,23,0
"1633","NPC132669","C16H25NO2",263.19,2.5548,2.89,4.26,3,2,52.82,13,0,19,0
"1634","NPC260909","C46H56N4O10",824.4,-2.7746,4.98,3.564,13,3,171.17,19,9,60,2
"1635","NPC64081","C30H52O4",476.39,0.8247,4.32,7.054,4,3,69.92,13,5,34,1
"1636","NPC270126","C20H24O5",344.16,2.9383,3.11,2.231,5,0,69.67,7,2,25,0
"1637","NPC249570","C30H34O7",506.23,2.7382,3.99,4.633,1,5,127.45,18,3,37,0
"1638","NPC242712","C11H10O3",190.06,0.1176,2.34,1.703,1,1,46.53,3,2,14,0
"1639","NPC289358","C38H50O6",602.36,4.7924,4.98,9.66,4,3,111.9,23,3,44,2
"1640","NPC305518","C10H12O4",196.07,-0.8178,2.12,0.876,1,1,55.76,7,1,14,0
"1641","NPC148409","C14H9NO5",271.05,-1.6836,2.34,0.499,1,3,92.04,3,4,20,0
"1642","NPC207584","C23H24O9",444.14,-1.5524,3,0.815,3,1,101.91,10,5,32,0
"1643","NPC215932","C20H20O7",372.12,-0.7626,2.89,2.236,1,0,72.45,11,3,27,0
"1644","NPC4665","C8H8O4",168.04,-1.1256,1.9,0.528,2,3,77.76,5,1,12,0
"1645","NPC178383","C30H50O2",442.38,2.1406,4.54,9.714,2,2,40.46,10,5,32,1
"1646","NPC153008","C18H14O6",326.08,-1.073,2.78,2.552,1,0,63.22,5,4,24,0
"1647","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"1648","NPC71739","C21H20O6",368.13,0.3701,3.11,3.256,1,3,96.22,10,3,27,0
"1649","NPC33168","C20H22N2O2",322.17,-0.8033,3.22,7.492,4,2,65.18,10,2,24,1
"1650","NPC178383","C30H50O2",442.38,2.1406,4.54,9.714,2,2,40.46,10,5,32,1
"1651","NPC201459","C30H48O2",440.37,2.7103,4.54,9.107,2,1,37.3,9,5,32,1
"1652","NPC43300","C30H48O",424.37,3.801,4.65,11.294,1,0,17.07,8,5,31,1
"1653","NPC109955","C9H10O2",150.07,0.1081,2.23,2.394,0,2,40.46,4,1,11,0
"1654","NPC158329","C38H44O8",628.3,3.7619,4.76,4.241,5,2,119.36,18,4,46,0
"1655","NPC128115","C21H18N2O5",378.12,-1.6388,3,1.478,6,1,88.96,5,5,28,0
"1656","NPC30009","C21H20O7",384.12,-1.0772,3,1.77,2,1,83.45,6,5,28,0
"1657","NPC34414","C22H14O6",374.08,-0.4497,3.22,1.01,4,2,108.74,5,4,28,0
"1658","NPC158059","C30H48O4",472.36,1.0447,4.32,6.778,4,3,77.76,11,5,34,1
"1659","NPC210460","C17H16O5",300.1,1.4778,2.78,2.447,1,0,57.9,7,3,22,0
"1660","NPC305518","C10H12O4",196.07,-0.8178,2.12,0.876,1,1,55.76,7,1,14,0
"1661","NPC10908","C38H42N2O6",622.3,0.274,4.76,6.098,2,0,61.86,10,6,46,1
"1662","NPC196136","C28H50O4",450.37,0.3954,4.1,7.338,4,4,80.92,15,4,32,1
"1663","NPC86144","C18H17NO3",295.12,-0.4957,3,2.369,1,1,39.72,2,5,22,0
"1664","NPC220498","C30H48O4",472.36,2.1268,4.32,8.595,4,3,77.76,11,5,34,1
"1665","NPC473160","C37H58O7",614.42,2.3036,4.76,7.698,7,3,113.29,19,5,44,1
"1666","NPC215392","C13H16O4",236.1,0.2426,2.45,1.737,1,3,77.76,9,1,17,0
"1667","NPC190395","C48H82O19",962.55,-4.4207,4.65,2.346,19,13,318.37,35,7,67,3
"1668","NPC474192","C22H28N2O4",384.2,-1.2772,3.22,2.045,5,2,74.79,8,3,28,0
"1669","NPC46190","C45H72O16",868.48,-3.9636,4.65,2.836,16,8,235.68,21,9,61,2
"1670","NPC134586","C21H26N2O2",338.2,-0.2883,3.33,4.707,4,1,46.75,6,4,25,0
"1671","NPC290038","C21H26O3",326.19,1.0674,3.44,5.774,2,0,39.44,6,4,24,1
"1672","NPC137589","C21H24N2O2",336.18,0.3466,3.33,1.465,4,1,41.57,4,6,25,0
"1673","NPC247743","C14H16O3",232.11,0.7061,2.67,1.816,1,0,35.53,6,2,17,0
"1674","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"1675","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"1676","NPC86412","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"1677","NPC148497","C18H14O6",326.08,-1.073,2.78,2.552,1,0,63.22,5,4,24,0
"1678","NPC122245","C20H27NO11",457.16,-4.0765,2.34,-0.64,12,7,202.32,14,3,32,2
"1679","NPC220825","C15H14O7",306.07,-2.9543,2.34,-0.128,1,6,130.61,7,3,22,1
"1680","NPC221144","C32H44O8",556.3,1.1668,4.1,3.404,8,3,138.2,18,4,40,0
"1681","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"1682","NPC201406","C30H46O3",454.34,3.4982,4.43,9.188,3,1,46.53,10,5,33,1
"1683","NPC85661","C17H11NO7",341.05,0.0658,2.45,2.79,2,1,108.13,6,4,25,0
"1684","NPC112937","C13H11NO3",229.07,-0.3542,2.45,1.824,2,0,42.68,3,3,17,0
"1685","NPC244741","C14H12N2O4",272.08,-1.6196,2.34,1.218,6,4,106.44,6,3,20,0
"1686","NPC242294","C18H18O5",314.12,-0.5184,2.89,3.358,1,1,64.99,10,2,23,0
"1687","NPC303644","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"1688","NPC302008","C20H30O4",334.21,-0.8805,3.22,2.174,4,3,77.76,6,4,24,0
"1689","NPC164778","C17H24O3",276.17,-0.8747,3,4.225,1,1,46.53,12,1,20,0
"1690","NPC166584","C17H14O6",314.08,-1.4679,2.67,1.353,0,1,66.38,3,5,23,0
"1691","NPC292792","C11H14O2",178.1,0.9251,2.45,3.003,0,0,18.46,6,1,13,0
"1692","NPC164778","C17H24O3",276.17,-0.8747,3,4.225,1,1,46.53,12,1,20,0
"1693","NPC141455","C34H44O19",756.25,-5.7065,3.11,-1.11,15,11,304.21,26,5,53,3
"1694","NPC253627","C20H28O2",300.21,0.4885,3.44,6.131,1,1,37.3,7,3,22,1
"1695","NPC75713","C17H18O4",286.12,-0.1479,2.89,3.608,0,1,47.92,9,2,21,0
"1696","NPC245029","C30H50O3",458.38,2.1607,4.43,8.321,3,1,46.53,11,5,33,1
"1697","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"1698","NPC245975","C20H14O8",382.07,-1.4134,2.78,0.438,4,2,119.36,7,4,28,0
"1699","NPC96321","C22H28N2O3",368.21,-1.0545,3.33,3.286,4,1,54.56,7,3,27,0
"1700","NPC310399","C27H26O8",478.16,-2.3657,3.55,5.075,4,3,114.68,12,5,35,1
"1701","NPC187661","C15H18O4",262.12,0.3161,2.67,-0.398,4,2,66.76,2,3,19,0
"1702","NPC133609","C27H31N3O4",461.23,0.0205,3.66,2.452,6,2,87.15,7,5,34,0
"1703","NPC119329","C23H33NO3",371.25,-0.1022,3.55,4.582,4,1,58.89,5,5,27,0
"1704","NPC23721","C17H29NO",263.22,0.1136,3.11,4.589,2,1,23.47,10,1,19,0
"1705","NPC232225","C15H11NO4",269.07,-0.3977,2.56,1.849,3,1,76.49,4,3,20,0
"1706","NPC97716","C20H16O5",336.1,-0.6795,3.11,2.912,1,2,75.99,5,4,25,0
"1707","NPC49074","C17H24O9",372.14,-2.2917,2.34,-0.417,6,5,138.07,14,2,26,0
"1708","NPC33378","C28H30O10",526.18,-1.2344,3.44,-0.4,10,1,137.96,4,9,38,0
"1709","NPC34902","C22H26O6",386.17,-1.2052,3.22,2.722,2,0,55.38,10,4,28,0
"1710","NPC253627","C20H28O2",300.21,0.4885,3.44,6.131,1,1,37.3,7,3,22,1
"1711","NPC51579","C56H90O25",1162.58,-4.7119,4.87,1.361,25,12,378.43,35,10,81,3
"1712","NPC226491","C27H46O4",434.34,0.6004,3.99,6.379,4,2,70.06,15,4,31,1
"1713","NPC121517","C4H9NO2",103.06,-1.3835,1.57,-2.466,3,2,63.32,5,0,7,0
"1714","NPC233650","C23H25NO4",379.18,-1.2561,3.44,2.42,2,1,51.16,7,5,28,0
"1715","NPC122056","C28H38O5",454.27,1.2147,3.99,4.751,5,1,76.13,8,6,33,0
"1716","NPC152166","C19H18O8",374.1,-1.9715,2.67,1.438,2,2,103.68,11,3,27,0
"1717","NPC148898","C18H19NO3",297.14,0.5978,3,1.58,2,0,30.93,2,5,22,0
"1718","NPC47536","C19H18O4",310.12,0.1358,3.11,4.986,4,0,52.6,4,3,23,0
"1719","NPC267336","C24H32O5",400.22,1.6714,3.55,4.547,3,2,75.99,16,2,29,0
"1720","NPC52086","C11H10O5",222.05,-0.2939,2.12,0.644,1,1,64.99,5,2,16,0
"1721","NPC247553","C9H6O3",162.03,-0.1903,2.12,1.532,1,1,46.53,1,2,12,0
"1722","NPC23294","C18H17NO3",295.12,0.344,3,3.28,2,3,73.32,7,3,22,0
"1723","NPC317900","C14H10O5",258.05,-1.6014,2.45,0.702,3,2,87.74,4,3,19,0
"1724","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"1725","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"1726","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"1727","NPC166137","C20H20O6",356.13,-0.7027,3,2.861,2,1,74.22,7,4,26,0
"1728","NPC247553","C9H6O3",162.03,-0.1903,2.12,1.532,1,1,46.53,1,2,12,0
"1729","NPC62670","C22H26O8",418.16,1.1533,3,1.266,8,2,127.2,11,3,30,0
"1730","NPC10908","C38H42N2O6",622.3,0.274,4.76,6.098,2,0,61.86,10,6,46,1
"1731","NPC78594","C15H22O5",282.15,-0.0401,2.56,-0.026,5,3,86.99,6,3,20,0
"1732","NPC240994","C8H16O3",160.11,-2.0574,2.01,0.16,3,3,60.69,5,1,11,0
"1733","NPC476537","C26H54N4O",438.43,-6.0697,3.77,7.099,5,4,68.68,14,1,31,2
"1734","NPC207584","C23H24O9",444.14,-1.5524,3,0.815,3,1,101.91,10,5,32,0
"1735","NPC49074","C17H24O9",372.14,-2.2917,2.34,-0.417,6,5,138.07,14,2,26,0
"1736","NPC292419","C30H52O",428.4,2.4864,4.65,13.026,1,1,20.23,9,5,31,1
"1737","NPC175313","C9H10O",134.07,0.5684,2.34,3.139,0,1,20.23,3,1,10,0
"1738","NPC155847","C10H15NO",165.12,0.0247,2.34,1.733,1,1,23.47,6,1,12,0
"1739","NPC7095","C33H42O11",614.27,0.2629,3.88,5.086,11,2,162.73,19,4,44,2
"1740","NPC308404","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"1741","NPC226656","C24H18O8",434.1,-2.0325,3.22,1.152,3,4,141.36,10,4,32,0
"1742","NPC294643","C17H26O11",406.15,-3.5153,2.12,-1.341,11,6,175.37,13,3,28,2
"1743","NPC161923","C20H30O2",302.22,1.7675,3.44,6.935,2,1,37.3,6,3,22,1
"1744","NPC271115","C18H24N2O6S2",428.11,-3.445,2.34,-2.334,8,4,172.14,4,4,28,0
"1745","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"1746","NPC31279","C10H10O2",162.07,0.726,2.34,2.93,0,0,18.46,2,2,12,0
"1747","NPC249034","C24H36O6",420.25,0.4071,3.44,1.994,6,2,93.06,13,3,30,0
"1748","NPC235539","C25H34O10",494.22,-2.104,3.11,0.159,10,4,159.82,13,5,35,0
"1749","NPC247553","C9H6O3",162.03,-0.1903,2.12,1.532,1,1,46.53,1,2,12,0
"1750","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"1751","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"1752","NPC308943","C19H15NO4",321.1,-0.8999,3,3.175,3,0,55.84,5,4,24,0
"1753","NPC195202","C18H16O6",328.09,-1.1193,2.78,2.161,1,1,74.22,8,3,24,0
"1754","NPC56184","C22H24O8",416.15,-1.1779,3,2.335,3,1,92.68,11,4,30,0
"1755","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"1756","NPC253627","C20H28O2",300.21,0.4885,3.44,6.131,1,1,37.3,7,3,22,1
"1757","NPC158059","C30H48O4",472.36,1.0447,4.32,6.778,4,3,77.76,11,5,34,1
"1758","NPC167606","C28H38O6",470.27,0.6416,3.88,3.987,6,2,96.36,9,6,34,0
"1759","NPC4665","C8H8O4",168.04,-1.1256,1.9,0.528,2,3,77.76,5,1,12,0
"1760","NPC200422","C31H54O4",490.4,-7.2848,4.43,14.57,2,2,66.76,28,1,35,2
"1761","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"1762","NPC141822","C22H26O5",370.18,0.2774,3.33,3.505,2,1,64.99,8,4,27,0
"1763","NPC120724","C28H32O6",464.22,1.1702,3.88,0.748,6,1,93.2,6,7,34,0
"1764","NPC99428","C23H29NO2",351.22,0.6527,3.66,3.952,3,2,53.09,5,5,26,0
"1765","NPC97534","C29H48O2",428.37,1.7131,4.43,9.816,2,1,37.3,9,5,31,1
"1766","NPC229548","C25H30O13",538.17,-4.1251,2.78,-0.656,11,6,197.13,16,5,38,2
"1767","NPC171409","C19H14NO4",320.09,-1.7821,3,2.823,0,0,40.8,0,6,24,0
"1768","NPC26229","C31H64",436.5,-8.2494,4.87,17.979,0,0,0,30,0,31,2
"1769","NPC305835","C32H52O2",468.4,3.6104,4.76,12.641,2,0,26.3,11,5,34,1
"1770","NPC86020","C38H62O13",726.42,-2.9407,4.21,3.059,13,8,215.83,23,6,51,2
"1771","NPC130124","C18H25NO5",335.17,0.6098,2.78,1.203,6,1,76.07,4,3,24,0
"1772","NPC135776","C15H18O4",262.12,0.7251,2.67,0.159,4,1,63.6,3,3,19,0
"1773","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"1774","NPC130359","C35H62O8",610.44,-7.6682,4.43,7.012,8,4,133.52,32,2,43,2
"1775","NPC156222","C17H14O6",314.08,-1.5278,2.67,1.642,1,2,85.22,7,3,23,0
"1776","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"1777","NPC292718","C26H38O9",494.25,-0.8775,3.33,1.209,9,3,139.59,15,4,35,0
"1778","NPC155847","C10H15NO",165.12,0.0247,2.34,1.733,1,1,23.47,6,1,12,0
"1779","NPC269367","C12H9NO2",199.06,-0.2059,2.45,2.723,1,0,35.26,2,3,15,0
"1780","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"1781","NPC206186","C14H9NO3",239.06,-0.3459,2.56,2.504,3,1,67.26,2,3,18,0
"1782","NPC130894","C18H16O9",376.08,-2.8403,2.45,0.385,2,4,134.91,11,3,27,0
"1783","NPC101307","C20H36O2",308.27,1.9765,3.44,5.989,2,2,40.46,11,2,22,1
"1784","NPC53109","C19H30O4",322.21,-4.0748,3.11,7.372,4,2,74.6,15,1,23,2
"1785","NPC165260","C29H36O9",528.24,-0.3864,3.66,3.193,9,3,147.43,14,4,38,0
"1786","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"1787","NPC177035","C26H36O11",524.23,-4.9402,3.11,1.194,7,8,189.53,21,3,37,2
"1788","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"1789","NPC292792","C11H14O2",178.1,0.9251,2.45,3.003,0,0,18.46,6,1,13,0
"1790","NPC32361","C51H82O21",1030.53,-5.4332,4.76,0.761,21,11,314.83,27,10,72,2
"1791","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"1792","NPC253627","C20H28O2",300.21,0.4885,3.44,6.131,1,1,37.3,7,3,22,1
"1793","NPC4974","C27H28N2O4",444.2,-0.4276,3.77,9.839,6,2,91.48,14,3,33,2
"1794","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"1795","NPC272064","C31H20O10",552.11,-3.0543,3.77,3.708,2,4,151.98,10,6,41,0
"1796","NPC289167","C30H42N2O3S",510.29,-0.5872,4.1,5.026,3,1,78.29,5,7,36,1
"1797","NPC40364","C15H8N2O2",248.06,-0.3086,2.67,0.16,4,1,58.53,0,4,19,0
"1798","NPC93376","C18H16O8",360.08,-2.036,2.56,1.546,2,3,114.68,10,3,26,0
"1799","NPC128730","C14H14O3",230.09,1.2325,2.67,5.295,2,0,35.53,7,1,17,1
"1800","NPC140840","C15H10O5",270.05,-1.7778,2.56,2.329,1,3,86.99,4,3,20,0
"1801","NPC282339","C21H26N2O2",338.2,-0.9232,3.33,3.643,4,1,41.57,3,4,25,0
"1802","NPC289572","C28H48O4",448.36,-6.4208,4.1,12.863,2,2,66.76,25,1,32,2
"1803","NPC198539","C24H32O8",448.21,0.3436,3.22,1.582,8,2,127.2,13,3,32,0
"1804","NPC50637","C17H22O5",306.15,0.827,2.78,1.792,5,0,65.13,5,3,22,0
"1805","NPC308619","C13H12O2",200.08,0.943,2.67,4.876,2,0,26.3,2,2,15,0
"1806","NPC247735","C21H26N2O3",354.19,-1.4927,3.22,3.303,5,1,62.4,6,4,26,0
"1807","NPC105246","C15H24",204.19,3.2309,3.11,6.071,0,0,0,6,1,15,1
"1808","NPC11422","C16H12O5",284.07,-1.4161,2.67,1.797,0,1,57.15,1,5,21,0
"1809","NPC85661","C17H11NO7",341.05,0.0658,2.45,2.79,2,1,108.13,6,4,25,0
"1810","NPC308404","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"1811","NPC320104","C16H17NO3",271.12,-0.3501,2.78,0.538,2,1,41.93,1,5,20,0
"1812","NPC254509","C31H52O",440.4,2.633,4.76,12.365,1,1,20.23,13,5,32,1
"1813","NPC216605","C20H27NO11",457.16,-4.0765,2.34,-0.64,12,7,202.32,14,3,32,2
"1814","NPC226656","C24H18O8",434.1,-2.0325,3.22,1.152,3,4,141.36,10,4,32,0
"1815","NPC25821","C19H28O12",448.16,-4.1164,2.23,-2.076,10,7,187.76,16,3,31,1
"1816","NPC180777","C30H50O2",442.38,2.1268,4.54,10.426,2,1,37.3,9,5,32,1
"1817","NPC61473","C29H50O3",446.38,3.0732,4.32,8.993,3,1,54.37,24,1,32,2
"1818","NPC85661","C17H11NO7",341.05,0.0658,2.45,2.79,2,1,108.13,6,4,25,0
"1819","NPC91492","C16H12O4",268.07,-0.4377,2.78,4.318,1,1,55.76,4,3,20,0
"1820","NPC279061","C19H16O7",356.09,-1.1248,2.78,2.108,1,0,72.45,7,4,26,0
"1821","NPC245975","C20H14O8",382.07,-1.4134,2.78,0.438,4,2,119.36,7,4,28,0
"1822","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"1823","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"1824","NPC282445","C29H38O9",530.25,0.2886,3.66,2.16,8,1,121.5,13,5,38,0
"1825","NPC264336","C35H54O16",730.34,-5.3224,3.55,-1.744,16,10,265.52,19,7,51,2
"1826","NPC202866","C31H30Br6N4O9",1075.71,1.0001,2.78,5.373,8,4,169.53,24,5,50,2
"1827","NPC184049","C15H24O",220.18,1.7158,3,4.157,1,1,20.23,4,3,16,0
"1828","NPC291454","C11H12O3",192.08,0.1539,2.34,2.776,2,1,46.53,3,2,14,0
"1829","NPC292419","C30H52O",428.4,2.4864,4.65,13.026,1,1,20.23,9,5,31,1
"1830","NPC48548","C30H42O10",562.28,0.7391,3.66,4.767,10,1,134.66,21,3,40,1
"1831","NPC248573","C14H12O3",228.08,-0.9131,2.67,3.436,0,3,60.69,5,2,17,0
"1832","NPC319404","C40H46O13",734.29,-1.0094,4.43,6.344,13,2,173.35,20,4,53,3
"1833","NPC204960","C17H18O5",302.12,-1.1908,2.78,3.016,1,2,75.99,10,2,22,0
"1834","NPC30677","C32H52O6",532.38,1.254,4.32,4.651,6,3,104.06,19,4,38,0
"1835","NPC303644","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"1836","NPC65523","C27H38O10",522.25,0.2878,3.33,1.603,10,1,142.5,18,3,37,0
"1837","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"1838","NPC197107","C15H22O6",298.14,-1.7841,2.45,-1.429,6,4,102.68,7,4,21,0
"1839","NPC292419","C30H52O",428.4,2.4864,4.65,13.026,1,1,20.23,9,5,31,1
"1840","NPC90803","C15H24",204.19,2.1549,3.11,6.544,0,0,0,3,3,15,1
"1841","NPC65940","C8H5NO2",147.03,1.2409,2.01,1.272,3,3,64.31,2,0,11,0
"1842","NPC51146","C11H6O3",186.03,0.1159,2.34,2.134,1,0,39.44,0,3,14,0
"1843","NPC178383","C30H50O2",442.38,2.1406,4.54,9.714,2,2,40.46,10,5,32,1
"1844","NPC187616","C20H22O4",326.15,0.2723,3.22,4.363,0,1,47.92,9,3,24,0
"1845","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"1846","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"1847","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"1848","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"1849","NPC62800","C32H48O10",592.32,-0.699,3.88,4.017,9,3,140.98,17,4,42,0
"1850","NPC2476","C20H20O8",388.12,-1.2229,2.78,1.273,1,1,92.68,12,3,28,0
"1851","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"1852","NPC26229","C31H64",436.5,-8.2494,4.87,17.979,0,0,0,30,0,31,2
"1853","NPC123117","C32H40O7",536.28,0.9685,4.21,2.009,7,1,99.13,8,7,39,0
"1854","NPC220825","C15H14O7",306.07,-2.9543,2.34,-0.128,1,6,130.61,7,3,22,1
"1855","NPC201731","C25H24O5",404.16,1.1979,3.66,4.382,1,2,75.99,9,4,30,0
"1856","NPC1706","C14H12O4",244.07,-0.718,2.56,2.212,0,1,51.83,5,3,18,0
"1857","NPC50924","C22H14O6",374.08,-0.183,3.22,0.964,4,2,108.74,5,4,28,0
"1858","NPC226988","C15H20O2",232.15,0.6791,2.89,3.681,2,0,26.3,1,3,17,0
"1859","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"1860","NPC88983","C25H24O5",404.16,0.7299,3.66,4.958,2,1,64.99,6,5,30,0
"1861","NPC253883","C23H25NO3",363.18,-0.683,3.55,3.45,1,0,30.93,6,5,27,0
"1862","NPC118800","C20H30O2",302.22,0.7177,3.44,4.867,2,1,37.3,4,4,22,0
"1863","NPC40818","C20H20O7",372.12,-0.7626,2.89,2.236,1,0,72.45,11,3,27,0
"1864","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"1865","NPC311904","C15H20O5",280.13,-0.5038,2.56,-0.023,5,2,83.83,4,3,20,0
"1866","NPC36181","C24H24O5",392.16,0.5655,3.55,6.451,2,2,83.83,11,3,29,1
"1867","NPC215584","C17H14N2",246.12,0.8636,3.11,3.938,2,1,28.68,2,4,19,0
"1868","NPC149018","C15H24O10",364.14,-3.8944,2.01,-2.081,10,7,169.3,11,3,25,1
